高清频道,#genre#
拉斯普廷：魔僧（英国恐怖片）,https://vip.lzcdn2.com/20220517/6672_e29cc1ad/index.m3u8
迷宮眼1972（意大利 / 摩纳哥恐怖片）,https://vip.lzcdn2.com/20220517/6668_98ee977e/index.m3u8
死神的长发1964（意大利恐怖片）,https://vip.lzcdn2.com/20220517/6641_56b92dd1/index.m3u8
亡灵故事（美国恐怖片）,https://vip.lzcdn2.com/20220517/6637_7a43d079/index.m3u8
异教徒（英国恐怖片）,https://vip.lzcdn2.com/20220517/6611_b160d5df/index.m3u8
恶灵入侵（美国恐怖片）,https://vip1.lz-cdn1.com/20220516/5932_cc54c5e0/index.m3u8
恐怖博士费比斯（英国恐怖片）,https://vip1.lz-cdn1.com/20220516/5902_b6eabaf2/index.m3u8
死国（日本恐怖片）,https://vip1.lz-cdn1.com/20220516/5865_4d77e489/index.m3u8
魔鬼银爪（恐怖片）,https://vip1.lz-cdn1.com/20220516/5835_75329fe6/index.m3u8
吸血鬼猎人林肯（美国恐怖片）,https://vip1.lz-cdn1.com/20220516/5825_1bacb80f/index.m3u8
韩赛尔与格蕾特：女巫猎人2013（德国 / 美国恐怖片）,https://vip1.lz-cdn1.com/20220516/5812_3482d77a/index.m3u8
咒怨2录像带版（日本恐怖片）,https://vip1.lz-cdn1.com/20220516/5763_7ba3501f/index.m3u8
咒怨录像带版（日本恐怖片）,https://vip1.lz-cdn1.com/20220516/5760_12073e87/index.m3u8
喋血之影1978（意大利恐怖片）,https://vip1.lz-cdn1.com/20220516/5752_ab2743ce/index.m3u8
豺狼时刻1938（瑞典恐怖片）,https://vip.lzcdn2.com/20220515/6576_1139c402/index.m3u8
彩虹男（日本恐怖片）,https://vip.lzcdn2.com/20220515/6573_09fcba24/index.m3u8
疯人日记1963（美国恐怖片）,https://vip.lzcdn2.com/20220515/6558_acf2968b/index.m3u8
勾魂慑魄（法国恐怖片）,https://vip.lzcdn2.com/20220515/6556_eb3476a2/index.m3u8
脑髓地狱1988（日本恐怖片）,https://vip.lzcdn2.com/20220515/6517_79d5bd35/index.m3u8
血腥警长归来（美国恐怖片）,https://vip.lzcdn2.com/20220515/6486_e8ecfb13/index.m3u8
我唾弃你的坟墓（美国恐怖片）,https://vip1.lz-cdn1.com/20220514/5650_04cf3602/index.m3u8
我唾弃你的坟墓2（美国恐怖片）,https://vip1.lz-cdn1.com/20220514/5648_c4263354/index.m3u8
我唾弃你的坟墓：复仇在我（美国恐怖片）,https://vip1.lz-cdn1.com/20220514/5644_cdcfa718/index.m3u8
我唾弃你的坟墓1978（美国恐怖片）,https://vip1.lz-cdn1.com/20220514/5643_d8ac9039/index.m3u8
杀出狂人镇1973（美国恐怖片）,https://vip.lzcdn2.com/20220509/5943_26a4b237/index.m3u8
假戏真作（大陆恐怖片）,https://vip.lzcdn2.com/20220509/5914_6c33df67/index.m3u8
古窑迷踪（大陆恐怖片）,https://vip.lzcdn2.com/20220509/5905_2a6429ec/index.m3u8
暴行列车1975（意大利恐怖片）,https://vip1.lz-cdn1.com/20220508/4854_32c978a4/index.m3u8
汉欧威广场（美国恐怖片）,https://vip1.lz-cdn1.com/20220508/4830_47718905/index.m3u8
可怕的奥勒弗（西班牙恐怖片）,https://vip1.lz-cdn1.com/20220508/4815_ec49c6bf/index.m3u8
电影21,#genre#
猛鬼夜惊魂（美国恐怖片）,https://vip1.lz-cdn1.com/20220508/4805_367a2377/index.m3u8
惊魂七夜（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5599_586a2fb3/index.m3u8
画室惊魂（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5597_c271889f/index.m3u8
阴阳眼之瞳灵公馆（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5582_2ec9cb72/index.m3u8
诡异酒楼（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5580_f8fd94b9/index.m3u8
诡眼2017（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5576_aa3eedad/index.m3u8
细思极恐（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5558_a973f48a/index.m3u8
午夜整容室（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5553_9d7cfada/index.m3u8
午夜幽灵（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5551_4817f647/index.m3u8
午夜废墟（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5550_7beff45b/index.m3u8
笔仙咒怨（大陆恐怖片）,https://vip.lzcdn2.com/20220505/5550_7beff45b/index.m3u8
爱伦坡怪谈（美国恐怖片）,https://vip.lzcdn2.com/20220505/5524_f46c8c14/index.m3u8
大鳄鱼（美国恐怖片）,https://vip.lzcdn2.com/20220505/5518_68304949/index.m3u8
恶魔之爪1981（墨西哥 / 美国恐怖片）,https://vip.lzcdn2.com/20220505/5514_d19a2236/index.m3u8
黑湖妖复仇记（美国恐怖片）,https://vip.lzcdn2.com/20220505/5511_9618b5a5/index.m3u8
绘图人（美国恐怖片）,https://vip.lzcdn2.com/20220505/5508_cce84ea4/index.m3u8
离魂鬼巫1988（意大利 / 美国恐怖片）,https://vip.lzcdn2.com/20220505/5503_137e5547/index.m3u8
矩形箱子（英国恐怖片）,https://vip.lzcdn2.com/20220505/5502_04ab0911/index.m3u8
幕布背后（加拿大恐怖片）,https://vip.lzcdn2.com/20220505/5498_da92863f/index.m3u8
尸坑（美国恐怖片）,https://vip.lzcdn2.com/20220505/5483_7696b46b/index.m3u8
糖果人3：亡命日（美国恐怖片）,https://vip.lzcdn2.com/20220505/5481_fd5e78f6/index.m3u8
糖果人2：腥风血雨（美国恐怖片）,https://vip.lzcdn2.com/20220505/5480_82e67c43/index.m3u8
香蕉的混蛋2011（葡萄牙恐怖片）,https://vip.lzcdn2.com/20220505/5479_af68aaac/index.m3u8
召唤死亡医生（美国恐怖片）,https://vip.lzcdn2.com/20220505/5473_559ddc6d/index.m3u8
白魔鬼1932（美国恐怖片）,https://vip.lzcdn2.com/20220504/5469_737b6e69/index.m3u8
穿梭猛鬼城（美国恐怖片）,https://vip.lzcdn2.com/20220504/5467_005f5c10/index.m3u8
德古拉之夜（西班牙恐怖片）,https://vip.lzcdn2.com/20220504/5459_7d7fffd6/index.m3u8
复仇之谜1987（意大利 / 南斯拉夫恐怖片）,https://vip.lzcdn2.com/20220504/5454_ef230e4e/index.m3u8
恶夜飞魔（美国恐怖片）,https://vip.lzcdn2.com/20220504/5453_47ec9a55/index.m3u8
惊悚小说（大陆恐怖片）,https://vip1.lz-cdn1.com/20220504/4461_6b87a668/index.m3u8
墨玉太极（大陆恐怖片）,https://vip1.lz-cdn1.com/20220504/4480_5cf24e75/index.m3u8
腐尸2015（美国恐怖片）,https://vip1.lz-cdn1.com/20220504/4369_90d6717f/index.m3u8
鬼童院（西班牙恐怖片）,https://vip1.lz-cdn1.com/20220504/4362_4a8b2e0a/index.m3u8
鬼附身（美国恐怖片）,https://vip1.lz-cdn1.com/20220504/4359_f3c15206/index.m3u8
遗忘空间（大陆恐怖片）,https://vip1.lz-cdn1.com/20220504/4422_a273f550/index.m3u8
德古拉1931（美国恐怖片）,https://vip1.lz-cdn1.com/20220504/4382_07fe772f/index.m3u8
怨灵宿舍之人偶老师（大陆恐怖片）,https://vip1.lz-cdn1.com/20220504/4435_5b734fca/index.m3u8
谁知道（大陆恐怖片）,https://vip1.lz-cdn1.com/20220504/4400_347db81d/index.m3u8
通灵姐妹（大陆恐怖片）,https://vip1.lz-cdn1.com/20220504/4403_8da67206/index.m3u8
开错鬼门关（加拿大恐怖片）,https://vip1.lz-cdn1.com/20220504/4450_d4642d95/index.m3u8
午夜惊魂路（大陆恐怖片）,https://vip1.lz-cdn1.com/20220504/4407_94736bb3/index.m3u8
灰天鹅绒上的四只苍蝇1971（意大利 / 法国恐怖片）,https://vip1.lz-cdn1.com/20220504/4456_3d09458b/index.m3u8
猛鬼爱情故事【国语】2011（香港恐怖片）,https://vip1.lz-cdn1.com/20220504/4317_4043ea47/index.m3u8
黑暗深渊2015（爱尔兰恐怖片）,https://vip.lzcdn2.com/20220503/5409_3538a1f2/index.m3u8
碟仙之毕业照（大陆恐怖片）,https://vip.lzcdn2.com/20220503/5419_1df02093/index.m3u8
恐怖电影院2（大陆恐怖片）,https://vip.lzcdn2.com/20220503/5425_cede5bfd/index.m3u8
孽迷宫（美国恐怖片）,https://vip.lzcdn2.com/20220503/5385_6a6347f1/index.m3u8
幽灵船2002（美国恐怖片）,https://vip.lzcdn2.com/20220503/5366_b0fb4299/index.m3u8
恐怖毕业照2（大陆恐怖片）,https://vip.lzcdn2.com/20220503/5310_614d6087/index.m3u8
荒野加油站（大陆恐怖片）,https://vip.lzcdn2.com/20220503/5295_fd929541/index.m3u8
诡井（大陆恐怖片）,https://vip.lzcdn2.com/20220503/5290_1310915e/index.m3u8
教堂幽灵1989（意大利恐怖片）,https://vip.lzcdn2.com/20220503/5262_c5dfdd6a/index.m3u8
死神的呼唤（英国恐怖片）,https://vip.lzcdn2.com/20220503/5238_006ce565/index.m3u8
故事的故事2015（意大利 / 法国 / 英国恐怖片）,https://vip1.lz-cdn1.com/20220502/4157_7d704b06/index.m3u8
鬼故事2017（英国恐怖片）,https://vip1.lz-cdn1.com/20220502/4153_b4108384/index.m3u8
核能浩劫后1984（意大利恐怖片）,https://vip1.lz-cdn1.com/20220502/4202_7dfbecde/index.m3u8
深海恐龙（法国恐怖片）,https://vip1.lz-cdn1.com/20220502/4090_d404bb34/index.m3u8
小丑下地狱（美国恐怖片）,https://vip1.lz-cdn1.com/20220502/4081_6ecdec7e/index.m3u8
怨灵地下室（大陆恐怖片）,https://vip1.lz-cdn1.com/20220502/4052_89b80bd8/index.m3u8
午夜寻访录（大陆恐怖片）,https://vip1.lz-cdn1.com/20220502/4037_535e40bf/index.m3u8
玩命剧组（大陆恐怖片）,https://vip1.lz-cdn1.com/20220502/4027_0de1a89a/index.m3u8
育婴室（大陆恐怖片）,https://vip.lzcdn2.com/20220501/5188_b264d6f7/index.m3u8
幽灵医院（大陆恐怖片）,https://vip.lzcdn2.com/20220501/5187_bf558db5/index.m3u8
李碧华鬼魅系列：奇幻夜【粤语】2013（香港恐怖片）,https://vip.lzcdn2.com/20220501/5155_a30f860a/index.m3u8
李碧华鬼魅系列：迷离夜【粤语】2013（香港恐怖片）,https://vip.lzcdn2.com/20220501/5153_14ed7803/index.m3u8
猎杀禁区（美国恐怖片）,https://vip.lzcdn2.com/20220501/5148_cddb341c/index.m3u8
嗜血杀1975（意大利恐怖片）,https://vip.lzcdn2.com/20220501/5128_797a94dd/index.m3u8
吓死杰西卡（美国恐怖片）,https://vip.lzcdn2.com/20220501/5067_edf3c4cb/index.m3u8
恐怖爱情故事之死亡公路（大陆恐怖片）,https://vip.lzcdn2.com/20220501/5079_030b5286/index.m3u8
恐怖将映（大陆恐怖片）,https://vip.lzcdn2.com/20220501/5080_93d16ee8/index.m3u8
恐怖照相机（大陆恐怖片）,https://vip.lzcdn2.com/20220501/5082_c519ee7f/index.m3u8
筷仙（大陆恐怖片）,https://vip.lzcdn2.com/20220501/5084_3c0ffa76/index.m3u8
七月半2：前世今生（大陆恐怖片）,https://vip.lzcdn2.com/20220501/5099_62bfcfd7/index.m3u8
阴声阵阵1991（意大利恐怖片）,https://vip.lzcdn2.com/20220501/5053_b9e7dbe6/index.m3u8
震动的舌头（日本恐怖片）,https://vip.lzcdn2.com/20220501/5048_baf73d6a/index.m3u8
活死人黎明1978（恐怖片）,https://vip1.lz-cdn1.com/20220430/3953_582d7562/index.m3u8
诡娃（大陆恐怖片）,https://vip1.lz-cdn1.com/20220430/3947_735ae91c/index.m3u8
恶灵之门（大陆恐怖片）,https://vip1.lz-cdn1.com/20220430/3945_2b95762c/index.m3u8
笔仙撞碟仙（大陆恐怖片）,https://vip1.lz-cdn1.com/20220430/3924_e4a9c9f4/index.m3u8
恋马狂（美国恐怖片）,https://vip1.lz-cdn1.com/20220430/3884_9b49323e/index.m3u8
驱魔降邪（英国恐怖片）,https://vip1.lz-cdn1.com/20220430/3839_e5799e94/index.m3u8
庭院深深1976（美国恐怖片）,https://vip1.lz-cdn1.com/20220430/3832_7d186979/index.m3u8
与僵尸同行（美国恐怖片）,https://vip1.lz-cdn1.com/20220430/3806_4b6aca1a/index.m3u8
妖医（大陆恐怖片）,https://vip1.lz-cdn1.com/20220430/3783_cc98ad7a/index.m3u8
死亡笔记2016（大陆恐怖片）,https://vip1.lz-cdn1.com/20220430/3763_ad51216a/index.m3u8
食人岛2016（大陆恐怖片）,https://vip1.lz-cdn1.com/20220430/3759_a6c90fb2/index.m3u8
谜域之噬魂岭（大陆恐怖片）,https://vip1.lz-cdn1.com/20220430/3740_b02d1ba7/index.m3u8
猫脸老太太（大陆恐怖片）,https://vip.lzcdn2.com/20220429/5039_8a23c778/index.m3u8
吵闹鬼（美国恐怖片）,https://vip.lzcdn2.com/20220429/5014_c9dc9106/index.m3u8
聊斋新编之画皮新娘（大陆恐怖片）,https://vip.lzcdn2.com/20220429/5034_57f2f5d5/index.m3u8
M博士的黑洞1959（墨西哥恐怖片）,https://vip.lzcdn2.com/20220429/5033_8f1a7e92/index.m3u8
白云桥（大陆恐怖片）,https://vip.lzcdn2.com/20220429/5012_f6d66546/index.m3u8
诡新娘（大陆恐怖片）,https://vip.lzcdn2.com/20220429/5004_586c504e/index.m3u8
恐怖笔记（大陆恐怖片）,https://vip.lzcdn2.com/20220429/5024_41d184b7/index.m3u8
海滩梦魇1988（意大利恐怖片）,https://vip.lzcdn2.com/20220429/4999_266d14a3/index.m3u8
女巫布莱尔（美国恐怖片）,https://vip.lzcdn2.com/20220429/4933_94731473/index.m3u8
鬼恋1982（美国恐怖片）,https://vip.lzcdn2.com/20220429/4992_c43b14df/index.m3u8
情人劫（美国恐怖片）,https://vip.lzcdn2.com/20220429/4929_4a6a6ef3/index.m3u8
德州电锯杀人狂1974（美国恐怖片）,https://vip.lzcdn2.com/20220429/4991_9160ecf1/index.m3u8
床下有人3（大陆恐怖片）,https://vip.lzcdn2.com/20220429/4985_e7a9ee4b/index.m3u8
撒冷镇（美国恐怖片）,https://vip.lzcdn2.com/20220429/4903_b5812020/index.m3u8
食尸人1980（意大利恐怖片）,https://vip.lzcdn2.com/20220429/4888_4f57b80c/index.m3u8
骨魔（美国恐怖片）,https://vip.lzcdn2.com/20220429/4966_09d85202/index.m3u8
罗纳德是坏孩子（美国恐怖片）,https://vip.lzcdn2.com/20220429/4956_3b2114e3/index.m3u8
灵臆事件（大陆恐怖片）,https://vip1.lz-cdn1.com/20220428/3584_c3cc0714/index.m3u8
半夜叫你别回头（大陆恐怖片）,https://vip1.lz-cdn1.com/20220428/3560_cfcaf0e1/index.m3u8
怨灵人偶（大陆恐怖片）,https://vip1.lz-cdn1.com/20220426/3505_7a529551/index.m3u8
怨灵（大陆恐怖片）,https://vip1.lz-cdn1.com/20220426/3502_f1b43351/index.m3u8
电影23,#genre#
京城81号（大陆恐怖片）,https://vip1.lz-cdn1.com/20220426/3405_9ef1cbbb/index.m3u8
花咒（大陆恐怖片）,https://vip1.lz-cdn1.com/20220425/3385_b8b894c0/index.m3u8
诡替身（大陆恐怖片）,https://vip1.lz-cdn1.com/20220425/3382_6c52a528/index.m3u8
诡八楼（大陆恐怖片）,https://vip1.lz-cdn1.com/20220425/3380_c85bdc8f/index.m3u8
怖偶（大陆恐怖片）,https://vip1.lz-cdn1.com/20220425/3343_89db5f79/index.m3u8
笔仙惊魂3（大陆恐怖片）,https://vip1.lz-cdn1.com/20220425/3333_904d3d2c/index.m3u8
不死之魔（美国恐怖片）,https://vip.lzcdn2.com/20220425/4548_e970f123/index.m3u8
午夜凶铃(美版)（美国恐怖片）,https://vip.lzcdn2.com/20220425/4523_2869ffd5/index.m3u8
返回从前的漫长旅程2019（老挝 / 新加坡 / 西班牙恐怖片）,https://vip1.lz-cdn10.com/20220423/1506_a4a6996c/index.m3u8
三更【韩/泰/国/粤语】2002（中国香港 / 韩国 / 泰国恐怖片）,https://vip.lzcdn2.com/20220425/4484_780df1f9/index.m3u8
鬼玩人4（美国恐怖片）,https://vip.lzcdn2.com/20220425/4459_04473c18/index.m3u8
蜡人馆1924（德国恐怖片）,https://vip.lzcdn2.com/20220425/4435_d481cb3c/index.m3u8
迷雾之外1972（英国恐怖片）,https://vip.lzcdn2.com/20220425/4432_fa63c1ec/index.m3u8
窃尸奇谭1960（英国恐怖片）,https://vip.lzcdn2.com/20220425/4428_c39c975d/index.m3u8
女巫也疯狂（美国恐怖片）,https://vip.lzcdn2.com/20220425/4426_7c6b96a8/index.m3u8
驱魔任务1966（意大利恐怖片）,https://vip.lzcdn2.com/20220425/4422_561ae9ae/index.m3u8
它是活尸1974（美国恐怖片）,https://vip.lzcdn2.com/20220425/4407_992028cf/index.m3u8
停止呼吸（美国恐怖片）,https://vip.lzcdn2.com/20220425/4405_753cf6c7/index.m3u8
下一个就是你1998（美国恐怖片）,https://vip.lzcdn2.com/20220425/4397_f4f06cb2/index.m3u8
吸血家族汤普森（美国恐怖片）,https://vip.lzcdn2.com/20220425/4395_98f94a9a/index.m3u8
邪恶花园（英国恐怖片）,https://vip.lzcdn2.com/20220425/4392_11637d6b/index.m3u8
自燃（美国恐怖片）,https://vip.lzcdn2.com/20220425/4387_b5992298/index.m3u8
祝我生日快乐1981（加拿大恐怖片）,https://vip.lzcdn2.com/20220425/4381_c0f5fac1/index.m3u8
鹰之夜（英国恐怖片）,https://vip.lzcdn2.com/20220425/4370_ba0f7d5e/index.m3u8
镜中迷魂（大陆恐怖片）,https://vip1.lz-cdn1.com/20220424/3188_c13dcd59/index.m3u8
黑暗1982（意大利恐怖片）,https://vip1.lz-cdn1.com/20220424/3210_37e4a9ad/index.m3u8
地下室惊魂（大陆恐怖片）,https://vip1.lz-cdn1.com/20220424/3162_e6f323be/index.m3u8
蝙蝠别墅（大陆恐怖片）,https://vip1.lz-cdn1.com/20220424/3154_eecd5261/index.m3u8
魔界妖姬（美国恐怖片）,https://vip1.lz-cdn1.com/20220424/3143_2da521e9/index.m3u8
嗜血狂魔（美国恐怖片）,https://vip1.lz-cdn1.com/20220424/3128_f19076be/index.m3u8
死灵的陷阱（日本恐怖片）,https://vip1.lz-cdn1.com/20220424/3122_d07cd9e0/index.m3u8
死亡之雪2（挪威 / 冰岛恐怖片）,https://vip1.lz-cdn1.com/20220424/3120_581d7d0d/index.m3u8
我知道你去年夏天干了什么（美国恐怖片）,https://vip1.lz-cdn1.com/20220424/3114_014bb6b5/index.m3u8
午夜索魂1964（巴西恐怖片）,https://vip1.lz-cdn1.com/20220424/3110_22b722f9/index.m3u8
欲仙欲死（英国恐怖片）,https://vip1.lz-cdn1.com/20220424/3095_35019148/index.m3u8
失形2021（美国恐怖片）,https://vip1.lz-cdn10.com/20220423/1487_a0812700/index.m3u8
印第安墓地大屠杀（美国恐怖片）,https://vip1.lz-cdn10.com/20220423/1473_97da1c7d/index.m3u8
敏感事件（大陆恐怖片）,https://vip.lzcdn2.com/20220423/4349_47c1577f/index.m3u8
逃出轮回（大陆恐怖片）,https://vip.lzcdn2.com/20220423/4270_8475bdac/index.m3u8
克朗普斯（美国恐怖片）,https://vip.lzcdn2.com/20220423/4191_921b05e5/index.m3u8
麦迪逊小镇（美国恐怖片）,https://vip.lzcdn2.com/20220423/4180_067ac3d2/index.m3u8
魔鬼牧师（美国恐怖片）,https://vip.lzcdn2.com/20220423/4178_29c49d56/index.m3u8
孽欲杀人夜（美国恐怖片）,https://vip.lzcdn2.com/20220423/4168_8e734a8a/index.m3u8
血色研究站2013（奥地利恐怖片）,https://vip.lzcdn2.com/20220423/4122_34cb3054/index.m3u8
学校怪谈-言灵的诅咒2014（日本恐怖片）,https://vip.lzcdn2.com/20220423/4120_2db6025f/index.m3u8
我仍然知道你去年夏天干了什么（美国恐怖片）,https://vip.lzcdn2.com/20220423/4116_e4149c3e/index.m3u8
鞭子与肉体1963（意大利 / 法国恐怖片）,https://vip1.lz-cdn1.com/20220422/3045_6e2e849c/index.m3u8
帝都大战（日本恐怖片）,https://vip1.lz-cdn1.com/20220422/3013_a18cc020/index.m3u8
黑色安息日1963（法国恐怖片）,https://vip1.lz-cdn1.com/20220422/3002_fafd4942/index.m3u8
B区32号（大陆恐怖片）,https://vip1.lz-cdn1.com/20220422/2919_2904e656/index.m3u8
诡拼车（大陆恐怖片）,https://vip1.lz-cdn1.com/20220422/2920_d7d44a67/index.m3u8
蜿蜒（法国恐怖片）,https://vip1.lz-cdn10.com/20220420/1453_0bfd7c1f/index.m3u8
明天的记忆（韩国恐怖片）,https://vip1.lz-cdn10.com/20220420/1452_114ee2a5/index.m3u8
人间蒸发2013（大陆恐怖片）,https://vip1.lz-cdn1.com/20220422/2975_65b50e27/index.m3u8
子夜心跳（大陆恐怖片）,https://vip.lzcdn2.com/20220421/4022_4efd9435/index.m3u8
少女灵异日记（大陆恐怖片）,https://vip.lzcdn2.com/20220421/4000_63480bf8/index.m3u8
开棺2013（美国恐怖片）,https://vip.lzcdn2.com/20220421/4042_0d2ab24c/index.m3u8
爬行怪兽（美国恐怖片）,https://vip.lzcdn2.com/20220421/4052_32186003/index.m3u8
凶宅美人头1989（大陆恐怖片）,https://vip.lzcdn2.com/20220421/4068_e6a1c583/index.m3u8
无间罪：僵尸重生（大陆恐怖片）,https://vip.lzcdn2.com/20220421/4089_92a11d76/index.m3u8
笔仙惊魂（大陆恐怖片）,https://vip.lzcdn2.com/20220421/3901_9557f3d3/index.m3u8
奇奇怪怪：整容液（韩国恐怖片）,https://vip1.lz-cdn10.com/20220420/1448_6a7e6c5e/index.m3u8
馗降：粽邪2（台湾恐怖片）,https://vip1.lz-cdn10.com/20220420/1437_8ed98241/index.m3u8
来玩（美国恐怖片）,https://vip1.lz-cdn10.com/20220420/1436_4896b290/index.m3u8
恐惧街2（美国恐怖片）,https://vip1.lz-cdn10.com/20220420/1434_c6c27312/index.m3u8
致命弯道6：终极审判（美国恐怖片）,https://vip1.lz-cdn10.com/20220420/1429_74886ed8/index.m3u8
致命弯道3（美国恐怖片）,https://vip1.lz-cdn10.com/20220420/1428_eb831afa/index.m3u8
青魇2012（大陆恐怖片）,https://vip1.lz-cdn1.com/20220420/2694_32b3431b/index.m3u8
诡婴吉咪（大陆恐怖片）,https://vip1.lz-cdn1.com/20220420/2670_0fc86942/index.m3u8
古镇凶灵之巫咒缠身（大陆恐怖片）,https://vip1.lz-cdn1.com/20220420/2668_e4f9bebd/index.m3u8
孤岛惊魂2（大陆恐怖片）,https://vip1.lz-cdn1.com/20220420/2667_cee96115/index.m3u8
咒怨新娘（大陆恐怖片）,https://vip1.lz-cdn1.com/20220420/2747_5a2a3927/index.m3u8
笔仙Ⅱ（大陆恐怖片）,https://vip1.lz-cdn1.com/20220420/2646_5c65275e/index.m3u8
笔仙（大陆恐怖片）,https://vip1.lz-cdn1.com/20220420/2645_821a21a8/index.m3u8
半夜不要照镜子（大陆恐怖片）,https://vip1.lz-cdn1.com/20220420/2642_0d871ae5/index.m3u8
爱之咒：黑色婚礼（俄罗斯恐怖片）,https://vip1.lz-cdn10.com/20220417/1397_61764852/index.m3u8
X博士（美国恐怖片）,https://vip.lzcdn2.com/20220419/3815_e1d1a25a/index.m3u8
暗流2000（法国恐怖片）,https://vip.lzcdn2.com/20220419/3812_46c59c9c/index.m3u8
灵猩（英国恐怖片）,https://vip.lzcdn2.com/20220419/3788_5073eb62/index.m3u8
泥人哥连出世记1920（德国恐怖片）,https://vip.lzcdn2.com/20220419/3773_08eaa1d6/index.m3u8
幽灵异变（美国恐怖片）,https://vip.lzcdn2.com/20220419/3737_e356819c/index.m3u8
异度公寓（大陆恐怖片）,https://vip1.lz-cdn1.com/20220418/2624_ca49b990/index.m3u8
午夜出租车（大陆恐怖片）,https://vip1.lz-cdn1.com/20220418/2614_c3ce3d99/index.m3u8
午夜心跳（大陆恐怖片）,https://vip1.lz-cdn1.com/20220418/2613_68ffb4d9/index.m3u8
鲨鱼惊魂夜（美国恐怖片）,https://vip1.lz-cdn1.com/20220418/2562_f026396b/index.m3u8
你是下一个（美国恐怖片）,https://vip1.lz-cdn1.com/20220418/2534_5490981d/index.m3u8
恐惧之巅（英国恐怖片）,https://vip1.lz-cdn1.com/20220418/2499_bbc70580/index.m3u8
尖叫的女妖（美国恐怖片）,https://vip1.lz-cdn1.com/20220418/2489_02e4bd47/index.m3u8
等着你回来2010【国语】（香港 / 大陆恐怖片）,https://vip1.lz-cdn1.com/20220418/2435_a6db95ca/index.m3u8
9号谋杀案（美国恐怖片）,https://vip1.lz-cdn1.com/20220418/2408_edff5101/index.m3u8
荒村客栈（大陆恐怖片）,https://vip1.lz-cdn1.com/20220418/2405_1287600f/index.m3u8
午夜惊魂2003（大陆恐怖片）,https://vip1.lz-cdn1.com/20220415/2075_51ba2069/index.m3u8
天黑请闭眼2004（大陆恐怖片）,https://vip1.lz-cdn1.com/20220415/2062_dd17a51f/index.m3u8
宽屏聊斋之冥婚【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220415/2019_b73e012e/index.m3u8
怪物2005（大陆恐怖片）,https://vip1.lz-cdn1.com/20220415/2004_47eaae5d/index.m3u8
极度恐慌1983（西班牙恐怖片）,https://vip1.lz-cdn1.com/20220415/1989_43e31e1a/index.m3u8
僵尸大时代【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220415/1977_502d5769/index.m3u8
ICQ幽灵【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3163_cae2a61d/index.m3u8
失惊无神【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3130_25c62270/index.m3u8
幕后杀手【国语】2003（香港恐怖片）,https://vip.lzcdn2.com/20220412/3118_8642e8ba/index.m3u8
电影24,#genre#
魔幻凶间【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3116_cdaa0f9d/index.m3u8
灵异鬼世界【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3112_5663de31/index.m3u8
死亡音乐【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3111_11122fdb/index.m3u8
七月七日回魂夜【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3146_f28f7add/index.m3u8
回头太难【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3100_4f9cd401/index.m3u8
夺命生死咒【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3092_b6838bed/index.m3u8
肢解迷情【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3159_cb0f1357/index.m3u8
家宅凶灵【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3074_dbc15ee0/index.m3u8
地狱活死人1980（意大利 / 西班牙恐怖片）,https://vip.lzcdn2.com/20220412/3068_8f7a09b8/index.m3u8
工具箱杀手1978（美国恐怖片）,https://vip.lzcdn2.com/20220412/3065_7cf44518/index.m3u8
千年血后（英国恐怖片）,https://vip.lzcdn2.com/20220412/3049_f2911d70/index.m3u8
活死人之夜（美国恐怖片）,https://vip.lzcdn2.com/20220412/3047_5b084dc0/index.m3u8
7号差馆【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3027_cee4685a/index.m3u8
他在窥着你（美国恐怖片）,https://vip.lzcdn2.com/20220412/3018_1a458001/index.m3u8
每天吓你八小时【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/3017_ef58db73/index.m3u8
恐怖血尸骨【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/2995_3d9308c6/index.m3u8
勾魂蛇魔女【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/2971_1d2df629/index.m3u8
拜错神【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220412/2963_1c0260de/index.m3u8
